"cell" "level1class"
"675" "1772063065_A06" "pyramidal SS"
"676" "1772063077_B02" "pyramidal SS"
"677" "1772063068_E02" "pyramidal SS"
"678" "1772063068_C11" "pyramidal SS"
"679" "1772063068_C06" "pyramidal SS"
"680" "1772063077_A07" "pyramidal SS"
"681" "1772067054_A04" "pyramidal CA1"
"682" "1772066073_G02" "pyramidal CA1"
"683" "1772066098_A07" "pyramidal CA1"
"684" "1772067060_B12" "pyramidal CA1"
"685" "1772067059_F12" "pyramidal CA1"
"686" "1772067082_C12" "pyramidal CA1"
"687" "1772067069_B11" "pyramidal SS"
"688" "1772067082_F04" "pyramidal CA1"
"689" "1772066077_H11" "pyramidal CA1"
"690" "1772071044_H04" "pyramidal CA1"
"691" "1772067058_F04" "pyramidal CA1"
"692" "1772066077_D08" "pyramidal CA1"
"693" "1772066090_A08" "pyramidal CA1"
"694" "1772067093_F09" "pyramidal CA1"
"695" "1772066070_B03" "pyramidal CA1"
"696" "1772071035_C06" "pyramidal CA1"
"697" "1772071036_C05" "pyramidal CA1"
"698" "1772067083_D06" "pyramidal CA1"
"699" "1772066090_F10" "pyramidal CA1"
"700" "1772066090_F06" "pyramidal CA1"
"701" "1772071035_G06" "pyramidal CA1"
"702" "1772071036_E02" "pyramidal CA1"
"703" "1772067082_E08" "pyramidal CA1"
"704" "1772066090_C03" "pyramidal CA1"
"705" "1772066077_G03" "pyramidal CA1"
"706" "1772067054_D06" "pyramidal CA1"
"707" "1772067093_F07" "pyramidal CA1"
"708" "1772067059_A07" "pyramidal CA1"
"709" "1772067094_F06" "pyramidal CA1"
"710" "1772066073_G06" "pyramidal CA1"
"711" "1772071040_C06" "pyramidal SS"
"712" "1772071040_D07" "pyramidal SS"
"713" "1772062116_E12" "pyramidal SS"
"714" "1772066073_D09" "pyramidal CA1"
"715" "1772067058_F12" "pyramidal CA1"
"716" "1772066080_B06" "pyramidal CA1"
"717" "1772066090_G07" "pyramidal CA1"
"718" "1772066099_A12" "pyramidal CA1"
"719" "1772067058_H04" "pyramidal CA1"
"720" "1772067059_G08" "pyramidal CA1"
"721" "1772067070_D03" "pyramidal SS"
"722" "1772071044_H01" "pyramidal CA1"
"723" "1772062111_B08" "pyramidal SS"
"724" "1772066099_F07" "pyramidal CA1"
"725" "1772067076_C05" "pyramidal CA1"
"726" "1772071040_H11" "pyramidal SS"
"727" "1772066077_H01" "pyramidal CA1"
"728" "1772066097_E07" "pyramidal CA1"
"729" "1772067070_C07" "pyramidal SS"
"730" "1772071017_A02" "pyramidal SS"
"731" "1772062109_C04" "pyramidal SS"
"732" "1772071017_G07" "pyramidal SS"
"733" "1772067074_A09" "pyramidal SS"
"734" "1772071041_C06" "pyramidal SS"
"735" "1772067070_D09" "pyramidal SS"
"736" "1772067094_B06" "pyramidal CA1"
"737" "1772067063_C06" "pyramidal SS"
"738" "1772063063_D03" "pyramidal SS"
"739" "1772071041_B09" "pyramidal SS"
"740" "1772067094_A03" "pyramidal CA1"
"741" "1772067066_D09" "pyramidal SS"
"742" "1772071017_E11" "pyramidal SS"
"743" "1772071017_B07" "pyramidal SS"
"744" "1772060225_G12" "pyramidal SS"
"745" "1772071041_A09" "pyramidal SS"
"746" "1772067069_D09" "pyramidal SS"
"747" "1772066107_A06" "pyramidal CA1"
"748" "1772066090_G08" "pyramidal CA1"
"749" "1772066076_C06" "pyramidal CA1"
"750" "1772066102_C12" "pyramidal CA1"
"751" "1772066070_H06" "pyramidal CA1"
"752" "1772066090_H06" "pyramidal CA1"
"753" "1772066076_D09" "pyramidal CA1"
"754" "1772066080_H01" "pyramidal CA1"
"755" "1772066080_E04" "pyramidal CA1"
"756" "1772066076_E02" "pyramidal CA1"
"757" "1772066099_D09" "pyramidal CA1"
"758" "1772066080_D06" "pyramidal CA1"
"759" "1772066070_H11" "pyramidal CA1"
"760" "1772067076_B12" "pyramidal CA1"
"761" "1772066080_D10" "pyramidal CA1"
"762" "1772066099_F03" "pyramidal CA1"
"763" "1772067076_F06" "pyramidal CA1"
"764" "1772066108_H03" "pyramidal CA1"
"765" "1772066077_A05" "pyramidal CA1"
"766" "1772066076_D05" "pyramidal CA1"
"767" "1772066076_A05" "pyramidal CA1"
"768" "1772067059_B09" "pyramidal CA1"
"769" "1772067076_C12" "pyramidal CA1"
"770" "1772067060_E11" "pyramidal CA1"
"771" "1772066070_F03" "pyramidal CA1"
"772" "1772066102_B10" "pyramidal CA1"
"773" "1772067054_A07" "pyramidal CA1"
"774" "1772067096_G07" "pyramidal CA1"
"775" "1772066090_E03" "pyramidal CA1"
"776" "1772066108_D11" "pyramidal CA1"
"777" "1772066070_A08" "pyramidal CA1"
"778" "1772066076_D07" "pyramidal CA1"
"779" "1772066097_G06" "pyramidal CA1"
"780" "1772066090_H03" "pyramidal CA1"
"781" "1772066090_E06" "pyramidal CA1"
"782" "1772066102_D10" "pyramidal CA1"
"783" "1772066070_C01" "pyramidal CA1"
"784" "1772066090_F01" "pyramidal CA1"
"785" "1772066070_C11" "pyramidal CA1"
"786" "1772066077_D05" "pyramidal CA1"
"787" "1772066070_E05" "pyramidal CA1"
"788" "1772066070_C04" "pyramidal CA1"
"789" "1772066100_B12" "pyramidal CA1"
"790" "1772066097_G07" "pyramidal CA1"
"791" "1772066070_E08" "pyramidal CA1"
"792" "1772066077_E06" "pyramidal CA1"
"793" "1772067096_H05" "pyramidal CA1"
"794" "1772067082_D09" "pyramidal CA1"
"795" "1772066074_C01" "pyramidal CA1"
"796" "1772067096_E02" "pyramidal CA1"
"797" "1772067096_G04" "pyramidal CA1"
"798" "1772066102_H06" "pyramidal CA1"
"799" "1772067094_A04" "pyramidal CA1"
"800" "1772066080_B10" "pyramidal CA1"
"801" "1772066090_C11" "pyramidal CA1"
"802" "1772066077_A04" "pyramidal CA1"
"803" "1772066077_H08" "pyramidal CA1"
"804" "1772066070_A04" "pyramidal CA1"
"805" "1772066090_H07" "pyramidal CA1"
"806" "1772067082_G01" "pyramidal CA1"
"807" "1772066073_F08" "pyramidal CA1"
"808" "1772066090_D11" "pyramidal CA1"
"809" "1772067076_D08" "pyramidal CA1"
"810" "1772067082_D01" "pyramidal CA1"
"811" "1772067083_D02" "pyramidal CA1"
"812" "1772067082_A11" "pyramidal CA1"
"813" "1772066107_E06" "pyramidal CA1"
"814" "1772067094_G06" "pyramidal CA1"
"815" "1772066077_B01" "pyramidal CA1"
"816" "1772066074_F03" "pyramidal CA1"
"817" "1772067093_B04" "pyramidal CA1"
"818" "1772066070_C06" "pyramidal CA1"
"819" "1772066070_C05" "pyramidal CA1"
"820" "1772066070_E12" "pyramidal CA1"
"821" "1772066070_G05" "pyramidal CA1"
"822" "1772066070_D08" "pyramidal CA1"
"823" "1772066090_G10" "pyramidal CA1"
"824" "1772066090_A01" "pyramidal CA1"
"825" "1772066070_B07" "pyramidal CA1"
"826" "1772066090_D07" "pyramidal CA1"
"827" "1772066100_A08" "pyramidal CA1"
"828" "1772066107_G05" "pyramidal CA1"
"829" "1772066070_H12" "pyramidal CA1"
"830" "1772066077_G12" "pyramidal CA1"
"831" "1772066070_F02" "pyramidal CA1"
"832" "1772066077_B12" "pyramidal CA1"
"833" "1772066089_C03" "pyramidal CA1"
"834" "1772066077_C10" "pyramidal CA1"
"835" "1772071044_G04" "pyramidal CA1"
"836" "1772066090_H05" "pyramidal CA1"
"837" "1772066090_B01" "pyramidal CA1"
"838" "1772066090_F07" "pyramidal CA1"
"839" "1772066108_E08" "pyramidal CA1"
"840" "1772066107_C10" "pyramidal CA1"
"841" "1772066070_C09" "pyramidal CA1"
"842" "1772066077_F04" "pyramidal CA1"
"843" "1772066090_G09" "pyramidal CA1"
"844" "1772066090_A11" "pyramidal CA1"
"845" "1772062116_F11" "pyramidal SS"
"846" "1772066070_G11" "pyramidal CA1"
"847" "1772066077_G09" "pyramidal CA1"
"848" "1772066073_E05" "pyramidal CA1"
"849" "1772067094_C04" "pyramidal CA1"
"850" "1772066070_B05" "pyramidal CA1"
"851" "1772066073_G08" "pyramidal CA1"
"852" "1772066077_C09" "pyramidal CA1"
"853" "1772066107_A12" "pyramidal CA1"
"854" "1772066074_F01" "pyramidal CA1"
"855" "1772067096_D04" "pyramidal CA1"
"856" "1772066070_C03" "pyramidal CA1"
"857" "1772066080_D12" "pyramidal CA1"
"858" "1772067096_F12" "pyramidal CA1"
"859" "1772066090_E04" "pyramidal CA1"
"860" "1772067054_C07" "pyramidal CA1"
"861" "1772066089_A02" "pyramidal CA1"
"862" "1772066070_H04" "pyramidal CA1"
"863" "1772066107_E01" "pyramidal CA1"
"864" "1772067096_C11" "pyramidal CA1"
"865" "1772066070_F12" "pyramidal CA1"
"866" "1772066107_B09" "pyramidal CA1"
"867" "1772066070_E09" "pyramidal CA1"
"868" "1772066090_C10" "pyramidal CA1"
"869" "1772066070_H08" "pyramidal CA1"
"870" "1772066099_C03" "pyramidal CA1"
"871" "1772066090_E09" "pyramidal CA1"
"872" "1772066070_F07" "pyramidal CA1"
"873" "1772066070_D11" "pyramidal CA1"
"874" "1772066089_D12" "pyramidal CA1"
"875" "1772066090_C09" "pyramidal CA1"
"876" "1772067094_D09" "pyramidal CA1"
"877" "1772067059_A12" "pyramidal CA1"
"878" "1772067096_A04" "pyramidal CA1"
"879" "1772067058_G12" "pyramidal CA1"
"880" "1772067076_D10" "pyramidal CA1"
"881" "1772066102_G02" "pyramidal CA1"
"882" "1772071035_A07" "pyramidal CA1"
"883" "1772071045_F12" "pyramidal CA1"
"884" "1772066099_D11" "pyramidal CA1"
"885" "1772071044_G10" "pyramidal CA1"
"886" "1772067076_A01" "pyramidal CA1"
"887" "1772071045_F02" "pyramidal CA1"
"888" "1772071045_G12" "pyramidal CA1"
"889" "1772067076_A02" "pyramidal CA1"
"890" "1772067054_D11" "pyramidal CA1"
"891" "1772071036_D10" "pyramidal CA1"
"892" "1772067094_H12" "pyramidal CA1"
"893" "1772067058_F02" "pyramidal CA1"
"894" "1772067096_D10" "pyramidal CA1"
"895" "1772066099_A04" "pyramidal CA1"
"896" "1772067094_F01" "pyramidal CA1"
"897" "1772066108_H02" "pyramidal CA1"
"898" "1772067094_G07" "pyramidal CA1"
"899" "1772071036_F11" "pyramidal CA1"
"900" "1772067094_H04" "pyramidal CA1"
"901" "1772067096_C05" "pyramidal CA1"
"902" "1772067096_C12" "pyramidal CA1"
"903" "1772067054_D04" "pyramidal CA1"
"904" "1772067094_H07" "pyramidal CA1"
"905" "1772067058_G07" "pyramidal CA1"
"906" "1772067094_H11" "pyramidal CA1"
"907" "1772067096_H06" "pyramidal CA1"
"908" "1772067059_E11" "pyramidal CA1"
"909" "1772067096_E04" "pyramidal CA1"
"910" "1772071044_E08" "pyramidal CA1"
"911" "1772067094_F02" "pyramidal CA1"
"912" "1772071035_D08" "pyramidal CA1"
"913" "1772071036_H11" "pyramidal CA1"
"914" "1772067094_A02" "pyramidal CA1"
"915" "1772067054_G10" "pyramidal CA1"
"916" "1772067093_H02" "pyramidal CA1"
"917" "1772066102_A07" "pyramidal CA1"
"918" "1772067058_E06" "pyramidal CA1"
"919" "1772067093_A03" "pyramidal CA1"
"920" "1772067058_G10" "pyramidal CA1"
"921" "1772071036_H03" "pyramidal CA1"
"922" "1772067096_B12" "pyramidal CA1"
"923" "1772067094_A12" "pyramidal CA1"
"924" "1772067096_A09" "pyramidal CA1"
"925" "1772067060_E12" "pyramidal CA1"
"926" "1772067094_C02" "pyramidal CA1"
"927" "1772066102_D04" "pyramidal CA1"
"928" "1772067054_B03" "pyramidal CA1"
"929" "1772067058_B01" "pyramidal CA1"
"930" "1772067082_G02" "pyramidal CA1"
"931" "1772067054_E07" "pyramidal CA1"
"932" "1772066096_D07" "pyramidal CA1"
"933" "1772066095_C11" "pyramidal CA1"
"934" "1772067054_H06" "pyramidal CA1"
"935" "1772066073_E09" "pyramidal CA1"
"936" "1772071044_A11" "pyramidal CA1"
"937" "1772067059_H12" "pyramidal CA1"
"938" "1772067058_E11" "pyramidal CA1"
"939" "1772067060_C03" "pyramidal CA1"
"940" "1772066073_H02" "pyramidal CA1"
"941" "1772071035_H06" "pyramidal CA1"
"942" "1772066080_C02" "pyramidal CA1"
"943" "1772071045_B06" "pyramidal CA1"
"944" "1772066095_E07" "pyramidal CA1"
"945" "1772071036_F12" "pyramidal CA1"
"946" "1772071044_A09" "pyramidal CA1"
"947" "1772067059_D05" "pyramidal CA1"
"948" "1772067058_A11" "pyramidal CA1"
"949" "1772071044_E12" "pyramidal CA1"
"950" "1772067076_D06" "pyramidal CA1"
"951" "1772066076_H02" "pyramidal CA1"
"952" "1772066099_A07" "pyramidal CA1"
"953" "1772066074_B02" "pyramidal CA1"
"954" "1772071044_A07" "pyramidal CA1"
"955" "1772066077_B07" "pyramidal CA1"
"956" "1772066080_H11" "pyramidal CA1"
"957" "1772066099_B05" "pyramidal CA1"
"958" "1772071044_F04" "pyramidal CA1"
"959" "1772071036_B10" "pyramidal CA1"
"960" "1772066107_G03" "pyramidal CA1"
"961" "1772066099_G02" "pyramidal CA1"
"962" "1772067057_D06" "pyramidal CA1"
"963" "1772066076_H07" "pyramidal CA1"
"964" "1772071035_A12" "pyramidal CA1"
"965" "1772071044_B06" "pyramidal CA1"
"966" "1772071035_C09" "pyramidal CA1"
"967" "1772071045_A07" "pyramidal CA1"
"968" "1772067058_F06" "pyramidal CA1"
"969" "1772066099_D02" "pyramidal CA1"
"970" "1772071036_E07" "pyramidal CA1"
"971" "1772066089_C07" "pyramidal CA1"
"972" "1772071045_F04" "pyramidal CA1"
"973" "1772071036_C12" "pyramidal CA1"
"974" "1772066107_B02" "pyramidal CA1"
"975" "1772071036_A09" "pyramidal CA1"
"976" "1772066080_F12" "pyramidal CA1"
"977" "1772071035_H04" "pyramidal CA1"
"978" "1772071036_G08" "pyramidal CA1"
"979" "1772067057_G05" "pyramidal CA1"
"980" "1772071036_A01" "pyramidal CA1"
"981" "1772071035_F04" "pyramidal CA1"
"982" "1772071036_C08" "pyramidal CA1"
"983" "1772067059_G04" "pyramidal CA1"
"984" "1772066074_C08" "pyramidal CA1"
"985" "1772066102_B12" "pyramidal CA1"
"986" "1772066107_A01" "pyramidal CA1"
"987" "1772071036_D07" "pyramidal CA1"
"988" "1772067054_A12" "pyramidal CA1"
"989" "1772066080_F06" "pyramidal CA1"
"990" "1772071035_C04" "pyramidal CA1"
"991" "1772066107_H11" "pyramidal CA1"
"992" "1772067059_D04" "pyramidal CA1"
"993" "1772066074_E07" "pyramidal CA1"
"994" "1772066107_E03" "pyramidal CA1"
"995" "1772066107_E05" "pyramidal CA1"
"996" "1772066077_A12" "pyramidal CA1"
"997" "1772067059_G07" "pyramidal CA1"
"998" "1772071036_D11" "pyramidal CA1"
"999" "1772067058_B06" "pyramidal CA1"
"1000" "1772067059_C12" "pyramidal CA1"
"1001" "1772071045_H07" "pyramidal CA1"
"1002" "1772066107_H04" "pyramidal CA1"
"1003" "1772067058_C06" "pyramidal CA1"
"1004" "1772066077_D12" "pyramidal CA1"
"1005" "1772067096_H02" "pyramidal CA1"
"1006" "1772066107_F12" "pyramidal CA1"
"1007" "1772071036_E04" "pyramidal CA1"
"1008" "1772071044_D11" "pyramidal CA1"
"1009" "1772066077_G05" "pyramidal CA1"
"1010" "1772066107_H06" "pyramidal CA1"
"1011" "1772066077_E05" "pyramidal CA1"
"1012" "1772067058_E04" "pyramidal CA1"
"1013" "1772066107_H03" "pyramidal CA1"
"1014" "1772067057_E06" "pyramidal CA1"
"1015" "1772066077_E04" "pyramidal CA1"
"1016" "1772066107_G10" "pyramidal CA1"
"1017" "1772066077_G04" "pyramidal CA1"
"1018" "1772066077_D10" "pyramidal CA1"
"1019" "1772066077_B09" "pyramidal CA1"
"1020" "1772071036_C06" "pyramidal CA1"
"1021" "1772066077_F05" "pyramidal CA1"
"1022" "1772066090_C02" "pyramidal CA1"
"1023" "1772066077_C11" "pyramidal CA1"
"1024" "1772066077_A10" "pyramidal CA1"
"1025" "1772071035_G09" "pyramidal CA1"
"1026" "1772066107_B04" "pyramidal CA1"
"1027" "1772066077_D06" "pyramidal CA1"
"1028" "1772066077_E09" "pyramidal CA1"
"1029" "1772066077_E11" "pyramidal CA1"
"1030" "1772066077_C06" "pyramidal CA1"
"1031" "1772066076_D06" "pyramidal CA1"
"1032" "1772067094_E04" "pyramidal CA1"
"1033" "1772067058_C07" "pyramidal CA1"
"1034" "1772071035_E06" "pyramidal CA1"
"1035" "1772067060_A01" "pyramidal CA1"
"1036" "1772067083_B04" "pyramidal CA1"
"1037" "1772066077_C01" "pyramidal CA1"
"1038" "1772067057_C11" "pyramidal CA1"
"1039" "1772066103_E06" "pyramidal CA1"
"1040" "1772066107_D02" "pyramidal CA1"
"1041" "1772066107_E04" "pyramidal CA1"
"1042" "1772071045_A04" "pyramidal CA1"
"1043" "1772067058_H06" "pyramidal CA1"
"1044" "1772067059_H04" "pyramidal CA1"
"1045" "1772071036_H04" "pyramidal CA1"
"1046" "1772066090_B09" "pyramidal CA1"
"1047" "1772066077_C04" "pyramidal CA1"
"1048" "1772071035_D03" "pyramidal CA1"
"1049" "1772066077_D07" "pyramidal CA1"
"1050" "1772066107_A02" "pyramidal CA1"
"1051" "1772067060_G04" "pyramidal CA1"
"1052" "1772071036_G04" "pyramidal CA1"
"1053" "1772071036_C10" "pyramidal CA1"
"1054" "1772066096_E11" "pyramidal CA1"
"1055" "1772071036_B06" "pyramidal CA1"
"1056" "1772071036_B04" "pyramidal CA1"
"1057" "1772066107_A03" "pyramidal CA1"
"1058" "1772071036_C11" "pyramidal CA1"
"1059" "1772071044_H06" "pyramidal CA1"
"1060" "1772067059_D09" "pyramidal CA1"
"1061" "1772066073_F07" "pyramidal CA1"
"1062" "1772067094_E06" "pyramidal CA1"
"1063" "1772066076_D02" "pyramidal CA1"
"1064" "1772066103_C06" "pyramidal CA1"
"1065" "1772071036_B11" "pyramidal CA1"
"1066" "1772066089_C12" "pyramidal CA1"
"1067" "1772066090_C04" "pyramidal CA1"
"1068" "1772066104_H07" "pyramidal SS"
"1069" "1772067059_E12" "pyramidal CA1"
"1070" "1772067076_C04" "pyramidal CA1"
"1071" "1772071036_A11" "pyramidal CA1"
"1072" "1772066107_C11" "pyramidal CA1"
"1073" "1772067059_G12" "pyramidal CA1"
"1074" "1772066103_A02" "pyramidal CA1"
"1075" "1772071036_A12" "pyramidal CA1"
"1076" "1772066107_A11" "pyramidal CA1"
"1077" "1772066077_F06" "pyramidal CA1"
"1078" "1772066096_G09" "pyramidal CA1"
"1079" "1772066076_B02" "pyramidal CA1"
"1080" "1772066096_E07" "pyramidal CA1"
"1081" "1772066103_D11" "pyramidal CA1"
"1082" "1772066108_H01" "pyramidal CA1"
"1083" "1772066096_B07" "pyramidal CA1"
"1084" "1772066096_D03" "pyramidal CA1"
"1085" "1772066102_A09" "pyramidal CA1"
"1086" "1772071045_D04" "pyramidal CA1"
"1087" "1772067054_E05" "pyramidal CA1"
"1088" "1772067094_H06" "pyramidal CA1"
"1089" "1772067058_H10" "pyramidal CA1"
"1090" "1772071044_G05" "pyramidal CA1"
"1091" "1772071044_C07" "pyramidal CA1"
"1092" "1772067082_C08" "pyramidal CA1"
"1093" "1772066073_E04" "pyramidal CA1"
"1094" "1772067058_A07" "pyramidal CA1"
"1095" "1772071036_B05" "pyramidal CA1"
"1096" "1772071045_H04" "pyramidal CA1"
"1097" "1772071044_E11" "pyramidal CA1"
"1098" "1772071044_G01" "pyramidal CA1"
"1099" "1772067096_G10" "pyramidal CA1"
"1100" "1772066098_H11" "pyramidal CA1"
"1101" "1772071035_E10" "pyramidal CA1"
"1102" "1772067094_B10" "pyramidal CA1"
"1103" "1772067093_C02" "pyramidal CA1"
"1104" "1772067058_C05" "pyramidal CA1"
"1105" "1772066101_B04" "pyramidal CA1"
"1106" "1772071045_G05" "pyramidal CA1"
"1107" "1772067076_F05" "pyramidal CA1"
"1108" "1772066073_E11" "pyramidal CA1"
"1109" "1772067096_H04" "pyramidal CA1"
"1110" "1772071044_H12" "pyramidal CA1"
"1111" "1772066096_B12" "pyramidal CA1"
"1112" "1772067059_E06" "pyramidal CA1"
"1113" "1772067060_E04" "pyramidal CA1"
"1114" "1772066097_F06" "pyramidal CA1"
"1115" "1772066096_A09" "pyramidal CA1"
"1116" "1772066100_B03" "pyramidal CA1"
"1117" "1772071044_F05" "pyramidal CA1"
"1118" "1772071035_D12" "pyramidal CA1"
"1119" "1772066095_C04" "pyramidal CA1"
"1120" "1772071045_E10" "pyramidal CA1"
"1121" "1772066080_A04" "pyramidal CA1"
"1122" "1772071035_H12" "pyramidal CA1"
"1123" "1772066103_D05" "pyramidal CA1"
"1124" "1772071044_F10" "pyramidal CA1"
"1125" "1772066073_G07" "pyramidal CA1"
"1126" "1772066096_H08" "pyramidal CA1"
"1127" "1772066101_D06" "pyramidal CA1"
"1128" "1772066073_A11" "pyramidal CA1"
"1129" "1772066070_A11" "pyramidal CA1"
"1130" "1772066080_A06" "pyramidal CA1"
"1131" "1772066107_G02" "pyramidal CA1"
"1132" "1772066101_C06" "pyramidal CA1"
"1133" "1772067060_E02" "pyramidal CA1"
"1134" "1772066089_A05" "pyramidal CA1"
"1135" "1772066089_A06" "pyramidal CA1"
"1136" "1772071035_D05" "pyramidal CA1"
"1137" "1772071035_B10" "pyramidal CA1"
"1138" "1772066108_E04" "pyramidal CA1"
"1139" "1772071035_A06" "pyramidal CA1"
"1140" "1772066096_F02" "pyramidal CA1"
"1141" "1772066070_B11" "pyramidal CA1"
"1142" "1772066108_C07" "pyramidal CA1"
"1143" "1772066098_G02" "pyramidal CA1"
"1144" "1772066096_D12" "pyramidal CA1"
"1145" "1772066080_A02" "pyramidal CA1"
"1146" "1772071035_G05" "pyramidal CA1"
"1147" "1772066107_C06" "pyramidal CA1"
"1148" "1772066107_B06" "pyramidal CA1"
"1149" "1772066096_D09" "pyramidal CA1"
"1150" "1772066095_F03" "pyramidal CA1"
"1151" "1772066095_G06" "pyramidal CA1"
"1152" "1772067059_C02" "pyramidal CA1"
"1153" "1772066076_F12" "pyramidal CA1"
"1154" "1772071035_F10" "pyramidal CA1"
"1155" "1772066099_C06" "pyramidal CA1"
"1156" "1772067057_C05" "pyramidal CA1"
"1157" "1772066102_F09" "pyramidal CA1"
"1158" "1772071035_D11" "pyramidal CA1"
"1159" "1772066074_F08" "pyramidal CA1"
"1160" "1772066076_D11" "pyramidal CA1"
"1161" "1772066073_D07" "pyramidal CA1"
"1162" "1772066077_C12" "pyramidal CA1"
"1163" "1772066107_H01" "pyramidal CA1"
"1164" "1772066070_B12" "pyramidal CA1"
"1165" "1772066076_B11" "pyramidal CA1"
"1166" "1772066080_G10" "pyramidal CA1"
"1167" "1772066076_F09" "pyramidal CA1"
"1168" "1772066080_C06" "pyramidal CA1"
"1169" "1772066108_G07" "pyramidal CA1"
"1170" "1772066096_E04" "pyramidal CA1"
"1171" "1772066070_F10" "pyramidal CA1"
"1172" "1772067057_H10" "pyramidal CA1"
"1173" "1772066070_A10" "pyramidal CA1"
"1174" "1772066095_E05" "pyramidal CA1"
"1175" "1772066101_C09" "pyramidal CA1"
"1176" "1772066101_G12" "pyramidal CA1"
"1177" "1772066108_G09" "pyramidal CA1"
"1178" "1772066089_A12" "pyramidal CA1"
"1179" "1772066099_G06" "pyramidal CA1"
"1180" "1772066070_H10" "pyramidal CA1"
"1181" "1772071036_A06" "pyramidal CA1"
"1182" "1772066089_E11" "pyramidal CA1"
"1183" "1772066089_H05" "pyramidal CA1"
"1184" "1772066089_F04" "pyramidal CA1"
"1185" "1772066098_E11" "pyramidal CA1"
"1186" "1772066096_C06" "pyramidal CA1"
"1187" "1772066076_G10" "pyramidal CA1"
"1188" "1772066080_A01" "pyramidal CA1"
"1189" "1772066096_A12" "pyramidal CA1"
"1190" "1772066101_E11" "pyramidal CA1"
"1191" "1772066097_F11" "pyramidal CA1"
"1192" "1772066095_G01" "pyramidal CA1"
"1193" "1772071036_E12" "pyramidal CA1"
"1194" "1772066096_C10" "pyramidal CA1"
"1195" "1772066077_A01" "pyramidal CA1"
"1196" "1772067076_C11" "pyramidal CA1"
"1197" "1772066073_E01" "pyramidal CA1"
"1198" "1772066099_E12" "pyramidal CA1"
"1199" "1772066073_F01" "pyramidal CA1"
"1200" "1772067059_H11" "pyramidal CA1"
"1201" "1772066099_E02" "pyramidal CA1"
"1202" "1772066073_F02" "pyramidal CA1"
"1203" "1772066107_F04" "pyramidal CA1"
"1204" "1772066089_G06" "pyramidal CA1"
"1205" "1772066073_H11" "pyramidal CA1"
"1206" "1772066103_D07" "pyramidal CA1"
"1207" "1772067059_H10" "pyramidal CA1"
"1208" "1772066076_A12" "pyramidal CA1"
"1209" "1772066077_G07" "pyramidal CA1"
"1210" "1772066089_H02" "pyramidal CA1"
"1211" "1772067057_H06" "pyramidal CA1"
"1212" "1772066089_H06" "pyramidal CA1"
"1213" "1772066099_F11" "pyramidal CA1"
"1214" "1772067057_G10" "pyramidal CA1"
"1215" "1772066099_F01" "pyramidal CA1"
"1216" "1772066102_E11" "pyramidal CA1"
"1217" "1772066080_G11" "pyramidal CA1"
"1218" "1772066102_F04" "pyramidal CA1"
"1219" "1772066080_B05" "pyramidal CA1"
"1220" "1772067059_A10" "pyramidal CA1"
"1221" "1772066089_D04" "pyramidal CA1"
"1222" "1772066096_D11" "pyramidal CA1"
"1223" "1772066107_F06" "pyramidal CA1"
"1224" "1772066107_D11" "pyramidal CA1"
"1225" "1772066099_G04" "pyramidal CA1"
"1226" "1772066102_B05" "pyramidal CA1"
"1227" "1772071035_H10" "pyramidal CA1"
"1228" "1772066099_A11" "pyramidal CA1"
"1229" "1772066107_G06" "pyramidal CA1"
"1230" "1772066107_B10" "pyramidal CA1"
"1231" "1772066099_E06" "pyramidal CA1"
"1232" "1772066099_B06" "pyramidal CA1"
"1233" "1772067076_F04" "pyramidal CA1"
"1234" "1772066073_A06" "pyramidal CA1"
"1235" "1772066107_D04" "pyramidal CA1"
"1236" "1772066108_F02" "pyramidal CA1"
"1237" "1772066076_A01" "pyramidal CA1"
"1238" "1772067076_B05" "pyramidal CA1"
"1239" "1772071035_E04" "pyramidal CA1"
"1240" "1772067057_D08" "pyramidal CA1"
"1241" "1772066073_D02" "pyramidal CA1"
"1242" "1772066073_C02" "pyramidal CA1"
"1243" "1772066076_A09" "pyramidal CA1"
"1244" "1772066107_B07" "pyramidal CA1"
"1245" "1772066099_D06" "pyramidal CA1"
"1246" "1772066107_F11" "pyramidal CA1"
"1247" "1772066107_G01" "pyramidal CA1"
"1248" "1772066080_H06" "pyramidal CA1"
"1249" "1772066097_G11" "pyramidal CA1"
"1250" "1772066074_G03" "pyramidal CA1"
"1251" "1772066107_C04" "pyramidal CA1"
"1252" "1772066070_F04" "pyramidal CA1"
"1253" "1772066070_G07" "pyramidal CA1"
"1254" "1772071035_E12" "pyramidal CA1"
"1255" "1772066102_E12" "pyramidal CA1"
"1256" "1772071035_B04" "pyramidal CA1"
"1257" "1772066080_G06" "pyramidal CA1"
"1258" "1772066099_F06" "pyramidal CA1"
"1259" "1772066076_D01" "pyramidal CA1"
"1260" "1772067076_D05" "pyramidal CA1"
"1261" "1772066099_F04" "pyramidal CA1"
"1262" "1772067057_A03" "pyramidal CA1"
"1263" "1772066077_B11" "pyramidal CA1"
"1264" "1772066089_C06" "pyramidal CA1"
"1265" "1772067059_A09" "pyramidal CA1"
"1266" "1772067076_E07" "pyramidal CA1"
"1267" "1772067076_D09" "pyramidal CA1"
"1268" "1772066099_G11" "pyramidal CA1"
"1269" "1772066089_A03" "pyramidal CA1"
"1270" "1772066099_B02" "pyramidal CA1"
"1271" "1772066107_G12" "pyramidal CA1"
